aaiershibingbian,阿埃二氏病变
jingnangjieshi,精囊结石
jingnangliangxingzhongliu,精囊良性肿瘤
jingnangmeidu,精囊梅毒
jingnangnangzhong,精囊囊肿
jingnangqiechushu,精囊切除术
jingnangqiekaishu,精囊切开术
jingnangxianai,精囊腺癌
jingnangxianpaixieguan,精囊腺排泄管
jingnangzaoying,精囊造影
jingnangzaoyingshu,精囊造影术
jingnangzhongliu,精囊肿瘤
jingnangzhongwuqiechushu,精囊肿物切除术
jingnangzhouweiyan,精囊周围炎
jingneidongjingmai,颈内动静脉
jingneidongmai,颈内动脉
jingneidongmaibisehexiazhai,颈内动脉闭塞和狭窄
jingneidongmaichengxingshu,颈内动脉成形术
jingneidongmaidongmailiu,颈内动脉动脉瘤
jingneidongmaigongxuebuzu,颈内动脉供血不足
jingneidongmaihaimiandoulou,颈内动脉海绵窦瘘
jingneidongmaijieza,颈内动脉结扎
jingneidongmailiujiabishu,颈内动脉瘤夹闭术
jingneidongmailiupolie,颈内动脉瘤破裂
jingneidongmailiupolierunao,颈内动脉瘤破裂入脑
jingneidongmailiupoliezhixue,颈内动脉瘤破裂止血
jingneidongmaineimobotuoshu,颈内动脉内膜剥脱术
jingneidongmaineimoqiechushu,颈内动脉内膜切除术
jingneidongmaiqiechushu,颈内动脉切除术
jingneidongmaiquexue,颈内动脉缺血
jingneidongmaishuansai,颈内动脉栓塞
jingneidongmaishuansaishu,颈内动脉栓塞术
jingneidongmaixiazhai,颈内动脉狭窄
jingneidongmaixueshuanxingcheng,颈内动脉血栓形成
jingneidongmaizaoying,颈内动脉造影
jingneidongmaizaoyingshu,颈内动脉造影术
jingneidongmaizaoyingshuanseshu,颈内动脉造影栓塞术
jingneijingbidanguanyinliushu,经内镜鼻胆管引流术
jingneijingchangdaoqiunangkuozhangshu,经内镜肠道球囊扩张术
jingneijingchangdaozhijiazhirushu,经内镜肠道支架置入术
jingneijingjiechangzhiliao,经内镜结肠治疗
jingneijingmai,颈内静脉
jingneijingmaijiezashu,颈内静脉结扎术
jingneijingmaikuozhang,颈内静脉扩张
jingneijingmaisunshang,颈内静脉损伤
jingneijingmaixueshuanqiechushu,颈内静脉血栓切除术
jingneijingqiguankuozhangshu,经内镜气管扩张术
jingneijingqiantingshenjingqieduanshu,经内镜前庭神经切断术
jingneijingshiguanloutiandushu,经内镜食管瘘填堵术
jingneijingyiguanneiyinliushu,经内镜胰管内引流术
jingneikuijingdannangzaoyingshu,经内窥镜胆囊造影术
jingneikuijingkongchangzaokoushu,经内窥镜空肠造口术
jingneitingdaorulu,经内听道入路
jingnipinglongdanshuangtanggan,京尼平龙胆双糖苷
jingniaodaohuojian,经尿道活检
jingniaodaojingfudianqieshu,经尿道精阜电切术
jingniaodaojingyaowuzhusheshu,经尿道镜药物注射术
jingniaodaojingzhongwuqiechushu,经尿道镜肿物切除术
jingniaodaopangguangaidianqieshu,经尿道膀胱癌电切术
jingniaodaopangguanghuojianshu,经尿道膀胱活检术
jingniaodaopangguangjingdianqieshu,经尿道膀胱颈电切术
jingniaodaopangguangjingjianchashu,经尿道膀胱镜检查术
jingniaodaopangguangjingqiekaishu,经尿道膀胱颈切开术
jingniaodaopangguangqushishu,经尿道膀胱取石术
jingniaodaopangguangquyiwu,经尿道膀胱取异物
jingniaodaopangguangsuishiqushishu,经尿道膀胱碎石取石术
jingniaodaopangguangsuishishu,经尿道膀胱碎石术
jingniaodaoqianliexiandianqieshu,经尿道前列腺电切术
jingniaodaoqianliexianqiechu,经尿道前列腺切除
jingniaodaoqianliexianqiechushu,经尿道前列腺切除术
jingniaodaoqianliexianqiekai,经尿道前列腺切开
jingniaodaoshejingguanqiekaishu,经尿道射精管切开术
jingniaodaoshuniaoguanjingjiancha,经尿道输尿管镜检查
jingniaodaoshuniaoguanqushishu,经尿道输尿管取石术
jingniaodaozhiliaoniaoshijin,经尿道治疗尿失禁
jingniaodaozhongliuqiechu,经尿道肿瘤切除
jingpangguangjingpangguangjingdianqieshu,经膀胱镜膀胱颈电切术
jingpangguangjingshuniaoguanchaguanshu,经膀胱镜输尿管插管术
jingpangguangjingshuniaoguankuozhangshu,经膀胱镜输尿管扩张术
jingpangguangjingzhongwuqiechushu,经膀胱镜肿物切除术
jingpangguangqianliexianqiechushu,经膀胱前列腺切除术
jingpibanmoqiunangchengxingshu,经皮瓣膜球囊成形术
jingpicengshiyuzheng,经皮层失语症
jingpichuancifeihuojianshu,经皮穿刺肺活检术
jingpichuandixitong,经皮传递系统
jingpidandaotancha,经皮胆道探查
jingpidanguanzhijiazhirushu,经皮胆管支架置入术
jingpidannangchouxi,经皮胆囊抽吸
jingpidiancijishenjingliaofa,经皮电刺激神经疗法
jingpidongmaibankuaixuanqieshu,经皮动脉斑块旋切术
jingpidongmaidaoguanfengdushu,经皮动脉导管封堵术
jingpidongmaineiqiunangkuozhangshu,经皮动脉内球囊扩张术
jingpidongmaishuansaishu,经皮动脉栓塞术
jingpidongmaizhijiazhirushu,经皮动脉支架置入术
jingpifuqiangchuancishu,经皮腹腔穿刺术
jingpiganchuandandaoyinliushu,经皮肝穿胆道引流术
jingpiganchuandanguanzaoying,经皮肝穿胆管造影
jingpigaowanhuojianshu,经皮睾丸活检术
jingpigaowanqiaomochouxi,经皮睾丸鞘膜抽吸
jingpigeiyao,经皮给药
jingpigeiyaoxitong,经皮给药系统
jingpiguanzhuangdongmaineirongshuanshu,经皮冠状动脉内溶栓术
jingpiguanzhuangdongmairongshuanshu,经皮冠状动脉溶栓术
jingpijiazhuangxianhuojianshu,经皮甲状腺活检术
jingpijinggandandaojingqushishu,经皮经肝胆道镜取石术
jingpijinggandandaozaoying,经皮经肝胆道造影
jingpijinggandanguanzaoying,经皮经肝胆管造影
jingpijinggandanzhiyinliushu,经皮经肝胆汁引流术
jingpijingmaineijiguangchengxingshu,经皮静脉内激光成形术
jingpijingmaineilvwangzhirushu,经皮静脉内滤网置入术
jingpijingmaineirongshuanshu,经皮静脉内溶栓术
jingpijingmaineixuanqieshu,经皮静脉内旋切术
jingpijingmaineizhijiazhirushu,经皮静脉内支架置入术
jingpijingmaiqiunangkuozhangshu,经皮静脉球囊扩张术
jingpijingnangchouxi,经皮精囊抽吸
jingpijingnanghuojianshu,经皮精囊活检术
jingpikongchangzaokoushu,经皮空肠造口术
jingpinaohuojianshu,经皮脑活检术
jingpinaomohuojianshu,经皮脑膜活检术
jingpipangguangchouxi,经皮膀胱抽吸
jingpipangguangzaokoushu,经皮膀胱造口术
jingpipangguangzaoloushu,经皮膀胱造瘘术
jingpipimenjingmaizaoyingshu,经皮脾门静脉造影术
jingpiqiboqi,经皮起搏器
jingpiqijingmaichuancishu,经皮脐静脉穿刺术
jingpiqiqiechaguan,经皮气切插管
jingpiqianliexianchouxi,经皮前列腺抽吸
jingpiqianliexianhuojianshu,经皮前列腺活检术
jingpiruxianhuojianshu,经皮乳腺活检术
jingpishenchuancizaokoushu,经皮肾穿刺造口术
jingpishendongmaizaoying,经皮肾动脉造影
jingpishenjingdianciji,经皮神经电刺激
jingpishenjingjianchashu,经皮肾镜检查术
jingpishenjingqushishu,经皮肾镜取石术
jingpishenshangxianhuojianshu,经皮肾上腺活检术
jingpishenyujingjiancha,经皮肾盂镜检查
jingpishenyujingqushishu,经皮肾盂镜取石术
jingpishenyuzaoying,经皮肾盂造影
jingpishenzaoloushu,经皮肾造瘘术
jingpishuniaoguanhuojianshu,经皮输尿管活检术
jingpishuniaoguanneiguanzhirushu,经皮输尿管内管置入术
jingpixishou,经皮吸收
jingpixishoucujinji,经皮吸收促进剂
jingpixishouji,经皮吸收剂
jingpixishouzhiji,经皮吸收制剂
jingpixinfeidaqiao,经皮心肺搭桥
jingpixinjihuaxuexiaorongshu,经皮心肌化学消融术
jingpixinneimoxinjihuojianshu,经皮心内膜心肌活检术
jingpixuanzexingdongmaizaoyingshu,经皮选择性动脉造影术
jingpixuanzexingdongmaizhiguanshu,经皮选择性动脉置管术
jingpixuanzexingjingmaizaoyingshu,经皮选择性静脉造影术
jingpixueguanjingjiancha,经皮血管镜检查
jingpiyangjiance,经皮氧监测
jingpizhencifeihuojian,经皮针刺肺活检
jingpizhenxifeihuojianshu,经皮针吸肺活检术
jingpizhiliaozhiji,经皮治疗制剂
jingpizhuijianpanxiyinshu,经皮椎间盘吸引术
jingpizhuitichengxingqiquantao,经皮椎体成形器全套
jingpizhuitihoutuchengxingshu,经皮椎体后凸成形术
jingpizigongzaoying,经皮子宫造影
jingpianjiance,镜片检测
jingpianzhitirulu,经胼胝体入路
jingqicanjiaonang,精杞参胶囊
jingqiduozexu,精气夺则虚
jingqiguanjinghuojianshu,经气管镜活检术
jingqikeli,精芪颗粒
jingqishuangcan,精芪双参
jingqishuangcanjiaonang,精芪双参胶囊
jingqixueshuo,精气学说
jingqiyanchang,经期延长
jingqiyanchangbing,经期延长病
jingqianbijieduanshu,经前臂截断术
jingqiandapaoxingbiaopisongjiezheng,胫前大疱性表皮松解症
jingqiandongmai,胫前动脉
jingqiandongmai,颈浅动脉
jingqiandongmaichengxingshu,胫前动脉成形术
jingqiandongmaixueguanwenheshu,胫前动脉血管吻合术
jingqiandongmaixueguanyizhishu,胫前动脉血管移植术
jingqianhoudongmaisunshang,胫前后动脉损伤
jingqianjidaigenjianshu,胫前肌代跟腱术
jingqianjijianduan,胫前肌腱短
jingqianjisuoduanshu,胫前肌缩短术
jingqianjiwaizhishu,胫前肌外植术
jingqianjixuandiaoshu,胫前肌悬吊术
jingqianjiyanchangshu,胫前肌延长术
jingqianjiaolvzheng,经前焦虑症
jingqianjinzhangzonghezheng,经前紧张综合症
jingqianjingmaijiezashu,颈前静脉结扎术
jingqiannianyeshuizhong,胫前黏液水肿
jingqiannianyexingshuizhong,胫前粘液性水肿
jingqianpingkeli,经前平颗粒
jingqianqichuxie,经前期出血
jingqianshukeli,经前舒颗粒
jingqianzheseban,胫前着色斑
jingqianzonghezheng,经前综合征
jingqianzonghezheng,胫前综合征
jingqianggean,经羟胳胺
jingqiaoxianwei,晶鞘显微
jingqinbujuan,精勤不倦
jingqingbiyuntao,劲情避孕套
jingquqinpian,肼屈嗪片
jingquxiaoguan,精曲小管
jingquannierulu,经颧颞入路
jingquedujiliangguanxitu,精确度剂量关系图
jingrutunaonongzhongyinliushu,经乳突脑脓肿引流术
jingsaixinli,竞赛心理
jingsanleng,荆三棱
jingshaidiedourulu,经筛蝶窦入路
jingshangjiefachu,颈上节发出
jingshaoshangchuangmianjingmaiqiekaishu,经烧伤创面静脉切开术
jingshaoshangchuangmianqiguanqiekaishu,经烧伤创面气管切开术
jingshenbing,精神病
jingshenbingduobadianhuisunshu,精神病多靶点毁损术
jingshenbinggerenshi,精神病个人史
jingshenbinghuli,精神病护理
jingshenbingkoudaihuihuisunshu,精神病扣带回毁损术
jingshenbingqingkuangjiazushizhe,精神病情况家族史者
jingshenbingxingrenhehuisunshu,精神病杏仁核毁损术
jingshenbingxueshehuigongzuozhe,精神病学社会工作者
jingshenbingxueshenjingbingxue,精神病学神经病学
jingshenchuangshang,精神创伤
jingshencuoluanxinyinxing,精神错乱心因性
jingshenfayuchihuan,精神发育迟缓
jingshenfayuchizhi,精神发育迟滞
jingshenfayuchizhijiazushi,精神发育迟滞家族史
jingshenfanzaozonghezheng,精神烦燥综合症
jingshenfenliexingjuejiangzheng,精神分裂性倔强症
jingshenfenlieyangfanying,精神分裂样反应
jingshenfenlieyangrenge,精神分裂样人格
jingshenfenliezhenghouyiyu,精神分裂症后抑郁
jingshenfenliezhengrengezhangai,精神分裂症人格障碍
jingshenfenliezhengxingjingshenbing,精神分裂症性精神病
jingshenfenliezhengyangzhangai,精神分裂症样障碍
jingshenhanshu,晶神含漱
jingshenjinmo,颈深筋膜
jingshenjinmozhongceng,颈深筋膜中层
jingshenjinzhangduan,精神紧张段
jingshenjinggenbing,颈神经根病
jingshenjinggensunhai,颈神经根损害
jingshenjinggenyan,颈神经根炎
jingshenjingqianzhi,颈神经前支
jingshenjingsongjieshu,胫神经松解术
jingshenjingsunshang,胫神经损伤
jingshenjingtanchashu,胫神经探查术
jingshenkejianhu,精神科监护
jingshenkeleiliangbiaocecha,精神科类量表测查
jingshenkeliangbiaocecha,精神科量表测查
jingshenketeshujiancha,精神科特殊检查
jingshenkezhiliao,精神科治疗
jingshenlinbajie,颈深淋巴结
jingshenpifubing,精神皮肤病
jingshenqizhixingzonghexing,精神器质性综合性
jingshenshenjingzheng,精神神经症
jingshenshenjingzhengxingrengezhangai,精神神经症型人格障碍
jingshenshuaitui,精神衰退
jingshensiweiqu,精神思维区
jingshenxinliweisheng,精神心理卫生
jingshenxingduoyin,精神性多饮
jingshenxingjujiechangzheng,精神性巨结肠症
jingshenxingshiyongzheng,精神性失用症
jingshenxingtengtong,精神性疼痛
jingshenxingtengtongqingxuxingtoutong,精神性疼痛情绪性头痛
jingshenxingweichangdaofanying,精神性胃肠道反应
jingshenxingweiliaofa,精神行为疗法
jingshenxingxingjiaokunnan,精神性性交困难
jingshenxingyiyu,精神性抑郁
jingshenxingzidian,精神性紫癜
jingshenyaowu,精神药物
jingshenyilaixing,精神依赖性
jingshenyiyuzheng,精神抑郁症
jingshenyinsu,精神因素
jingshenyuanxingbianmi,精神源性便秘
jingshenyuanxingduoyin,精神原性多饮
jingshenyuanxingheqian,精神原性呵欠
jingshenyuanxingkesou,精神原性咳嗽
jingshenyuanxingshierzhichangkuiyang,精神源性十二指肠溃疡
jingshenyuanxingtongjing,精神原性痛经
jingshenyuanxingxinyinxingbaoshi,精神原性心因性暴食
jingshenyuanxingxinzangbing,精神原性心脏病
jingshenyuanxingxiuke,精神源性休克
jingshenyundongfayuzhangai,精神运动发育障碍
jingshenyundongxingdianxian,精神运动性癫痫
jingshenzhangai,精神障碍
jingshenzhichiliaofa,精神支持疗法
jingshengyacuichansu,精升压催产素
jingshidao,经食道
jingshidaochaosheng,经食道超声
jingshiguanchaoshengxindongtu,经食管超声心动图
jingshiguanduibichaoshengxindongtu,经食管对比超声心动图
jingshiguanjingquyiwu,经食管镜取异物
jingshiguanxinzangqiboshu,经食管心脏起搏术
jingshiguanxinzangtiaoboshu,经食管心脏调搏术
jingshiguocheng,经时过程
jingshilingjiaonang,净石灵胶囊
jingshoujieduanshu,经手截断术
jingshujiaonang,经舒胶囊
jingshukeli,经舒颗粒
jingshukeli,颈舒颗粒
jingshuluanguanjingchaguantongshuishu,经输卵管镜插管通水术
jingshuniaoguanjingqushishu,经输尿管镜取石术
jingshuniaoguanjingsuishiqushishu,经输尿管镜碎石取石术
jingshuniaoguanjingzhijiazhirushu,经输尿管镜支架置入术
jingshuniaoguanjingzhongliuqiechushu,经输尿管镜肿瘤切除术
jingshuangshouxiadongsangye,经霜收下冬桑叶
jingshuidishier,经水第十二
jingshuifuyoushengwu,静水浮游生物
jingshuihouqi,经水后期
jingshuishiduan,经水适断
jingshuishilai,经水适来
jingshuixianqi,经水先期
jingsuihuizhi,颈髓灰质
jingsuobingsunqiechushu,精索病损切除术
jingsuobu,精索部
jingsuoexingzhongliu,精索恶性肿瘤
jingsuofugaosichongbing,精索附睾丝虫病
jingsuogaowanqiechushu,精索睾丸切除术
jingsuoguxiadongmaiwenheshu,颈锁骨下动脉吻合术
jingsuojiezashu,精索结扎术
jingsuojingmaigaoweijieza,精索静脉高位结扎
jingsuojingmaigaoweijiezashu,精索静脉高位结扎术
jingsuojingmaijiezashu,精索静脉结扎术
jingsuojingmailiuqiechushu,精索静脉瘤切除术
jingsuojingmaiquzhang,精索静脉曲张
jingsuojingmaiquzhangqiechushu,精索静脉曲张切除术
jingsuojingmaiquzhangshuanseshu,精索静脉曲张栓塞术
jingsuojingmaizhuanliushu,精索静脉转流术
jingsuoliangxingzhongliu,精索良性肿瘤
jingsuonangzhongqiechushu,精索囊肿切除术
jingsuoneijinmo,精索内筋膜
jingsuoniuzhuan,精索扭转
jingsuopiyangnangzhong,精索皮样囊肿
jingsuoqiaomogaoweijiezashu,精索鞘膜高位结扎术
jingsuoqiaomojiyegenzhishu,精索鞘膜积液根治术
jingsuoqiaomojiyeqiechushu,精索鞘膜积液切除术
jingsuoqiaomonangzhong,精索鞘膜囊肿
jingsuoqiaomonangzhongqiechushu,精索鞘膜囊肿切除术
jingsuoqiechushu,精索切除术
jingsuoqiekaishu,精索切开术
jingsuorouliu,精索肉瘤
jingsuoshuinangzhong,精索水囊肿
jingsuosuanjiazhi,肼羧酸甲酯
jingsuosunshang,精索损伤
jingsuotongguo,精索通过
jingsuowaijinmo,精索外筋膜
jingsuoxianweiliu,精索纤维瘤
jingsuoyizhishu,精索移植术
jingsuozhanliansongxieshu,精索粘连松懈术
jingsuozhifangliu,精索脂肪瘤
jingsuozhifangliuyangliangxingzhongliu,精索脂肪瘤样良性肿瘤
jingsuozhongliu,精索肿瘤
jingsuozhongwuqiechushu,精索肿物切除术
jingtaianjianxi,静态暗间隙
jingtaiceweichi,镜台测微尺
jingtaifeijingtaizhuanbian,晶态非晶态转变
jingtaizhili,晶态智力
jingtibantuowei,晶体半脱位
jingticixingyiwuxichu,晶体磁性异物吸出
jingticuoshang,晶体挫伤
jingtidanbai,晶体蛋白
jingtihounangmopolie,晶体后囊膜破裂
jingtihouxianweizengsheng,晶体后纤维增生
jingtihunzhuo,晶体混浊
jingtinangjiekaishu,晶体囊截开术
jingtinangmo,晶体囊膜
jingtipizhi,晶体皮质
jingtiqianduntongkong,晶体嵌顿瞳孔
jingtiqiegeshu,晶体切割术
jingtirongjiexingqingguangyan,晶体溶解性青光眼
jingtirongye,晶体溶液
jingtishentouya,晶体渗透压
jingtitiexiuchenzhuozheng,晶体铁锈沉着症
jingtituowei,晶体脱位
jingtituoweihouqingguangyan,晶体脱位后青光眼
jingtiwujingti,晶体无晶体
jingtixinzangtingboye,晶体心脏停搏液
jingtixingguanjiebing,晶体性关节病
jingtixuanrendai,晶体悬韧带
jingtixueyexishi,晶体血液稀释
jingtiyiwu,晶体异物
jingtiyoufaxingyansesumoyan,晶体诱发性眼色素膜炎
jingtizhirunie,晶体植入镊
jingtianchongcao,景天虫草
jingtianchongcaohanpian,景天虫草含片
jingtiangengtang,景天庚糖
jingtianqingfei,景天清肺
jingtianqingfeijiaonang,景天清肺胶囊
jingtianquban,景天祛斑
jingtianqubanjiaonang,景天祛斑胶囊
jingtiansanqi,景天三七
jingtiansanqitangjiang,景天三七糖浆
jingtianwujiakeli,景天五加颗粒
jingtongkeli,颈痛颗粒
jingtongkeli,颈通颗粒
jingtonglingjiaonang,经痛灵胶囊
jingtonglingjiaonang,颈痛灵胶囊
jingtonglingyaojiu,颈痛灵药酒
jingtongpianbomoyi,颈痛片薄膜衣
jingtubufenqiechushu,茎突部分切除术
jingtuguzhizengsheng,茎突骨质增生
jingtuguochang,茎突过长
jingtuguochangzonghezheng,茎突过长综合症
jingtujieduanshu,茎突截断术
jingtujieduanshu,茎突截短术
jingtuqiechushu,茎突切除术
jingtusheguji,茎突舌骨肌
jingtusheji,茎突舌肌
jingtuzonghezheng,茎突综合征
jingwaidongjingmomo,颈外动静脉脉
jingwaidongmai,颈外动脉
jingwaidongmaibise,颈外动脉闭塞
jingwaidongmaijiacengdongmailiu,颈外动脉夹层动脉瘤
jingwaidongmaijiezashu,颈外动脉结扎术
jingwaidongmailiujiabishu,颈外动脉瘤夹闭术
jingwaidongmaineimoqiechushu,颈外动脉内膜切除术
jingwaijingmai,颈外静脉
jingwaijingmaijingmailiu,颈外静脉静脉瘤
jingwaijingmaikuozhang,颈外静脉扩张
jingwaijingmaisunshang,颈外静脉损伤
jingwaiqixue,经外奇穴
jingwangujieduanshu,经腕骨截断术
jingwanhongruangao,京万红软膏
jingwanhongzhichuang,京万红痔疮
jingwanhongzhichuanggao,京万红痔疮膏
jingweichangdaogeiyao,经胃肠道给药
jingweijingsuishishu,经胃镜碎石术
jingweijingteshuzhiliao,经胃镜特殊治疗
jingweijingweichangzhiguanshu,经胃镜胃肠置管术
jingweijingweineizhijiazhirushu,经胃镜胃内支架置入术
jingwujiaonang,精乌胶囊
jingwukeli,精乌颗粒
jingwushiyan,镜雾试验
jingxibao,精细胞
jingxibaobiantai,精细胞变态
jingxichujue,精细触觉
jingxidianwei,静息电位
jingximenkongxinjiguanzhuxianxiang,静息门控心肌灌注显像
jingxinengliangxiaohao,静息能量消耗
jingxixinjiguanzhuduancengxianxiang,静息心肌灌注断层显像
jingxixinjiguanzhuxianxiang,静息心肌灌注显像
jingxixinpaichuliang,静息心排出量
jingxixinzhishu,静息心指数
jingxizhangli,静息张力
jingxianzhijingnianmohuojianshu,经纤支镜粘膜活检术
jingxianzhijingteshuzhiliao,经纤支镜特殊治疗
jingxianzhijingzhijiazhirushu,经纤支镜支架置入术
jingxianzhijingzhiliao,经纤支镜治疗
jingxiangkaifangxingshangkou,颈项开放性伤口
jingxiaonaomurulu,经小脑幕入路
jingxinjijiguangxueyunchongjianshu,经心肌激光血运重建术
jingxinkeli,静心颗粒
jingxinzhumiankoufuye,静心助眠口服液
jingxingbutong,晶型不同
jingxingfarebing,经行发热病
